fbref_name,fpl_name,previous_league,multiplier,fbref_season,fbref_team,fbref_position,appearances,goals,assists,xG,xA,shots_per_90,goals_per_90,assists_per_90,yellow_cards,red_cards,clean_sheets,saves,save_percentage,adjusted_goals,adjusted_assists,adjusted_goals_per_90,adjusted_assists_per_90,season_reliability,data_confidence,is_new_to_pl,fpl_position,fpl_team,fpl_price
Honest Ahanor,Honest Ahanor,Serie A,0.88,2024-25,Genoa,"MF,DF",6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1,DEF,Crystal Palace,4.5
Michele Di Gregorio,Michele Di Gregorio,Serie A,0.88,2024-25,Juventus,GK,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,72.7,0.0,0.0,0.0,0.0,1.0,,1,GK,Bournemouth,4.5
Lucas Gourna-Douath,Lucas Gourna-Douath,Bundesliga,0.89,2024-25,Roma,MF,6.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1,MID,Hull City,5.0
Samuel Iling-Junior,Samuel Iling-Junior,Serie A,0.88,2024-25,Bologna,MF,7.0,1.0,0.0,0.0,0.0,3.05,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.6688000000000001,0.0,0.1,,1,MID,Aston Villa,5.0
Giovanni Leoni,Giovanni Leoni,Serie A,0.88,2024-25,Parma,DF,17.0,1.0,0.0,0.0,0.0,0.15,0.08,0.0,3.0,1.0,0.0,0.0,0.0,0.88,0.0,0.0704,0.0,1.0,,1,DEF,Liverpool,4.0
Brooke Norton-Cuffy,Brooke Norton-Cuffy,Serie A,0.88,2024-25,Genoa,"MF,DF",14.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1,DEF,Hull City,4.0
Marco Palestra,Marco Palestra,Serie A,0.88,2024-25,Atalanta,MF,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1,DEF,Chelsea,5.4
Matteo Ruggeri,Matteo Ruggeri,La Liga,0.92,2024-25,Atalanta,"MF,DF",30.0,0.0,3.0,0.0,0.0,0.15,0.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,2.7600000000000002,0.0,0.138,1.0,,1,DEF,Aston Villa,4.5
Ibrahim Sulemana,Ibrahim Osman,Serie A,0.88,2024-25,Atalanta,MF,9.0,2.0,0.0,0.0,0.0,1.59,0.64,0.0,1.0,0.0,0.0,0.0,0.0,1.76,0.0,0.5632,0.0,0.5,,1,MID,Brighton,5.0
Zion Suzuki,Zion Suzuki,Serie A,0.88,2024-25,Parma,GK,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,95.0,66.4,0.0,0.0,0.0,0.0,1.0,,1,GK,Aston Villa,5.0
Michael Svoboda,Michael Svoboda,Serie A,0.88,2024-25,Venezia,DF,16.0,1.0,0.0,0.0,0.0,0.27,0.07,0.0,1.0,0.0,0.0,0.0,0.0,0.88,0.0,0.06160000000000001,0.0,1.0,,1,DEF,Brighton,5.0
Honest Ahanor,Honest Ahanor,Serie A,0.88,2025-26,Atalanta,DF,22.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,DEF,Crystal Palace,4.5
Michele Di Gregorio,Michele Di Gregorio,Serie A,0.88,2025-26,Juventus,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,60.0,70.9,0.0,0.0,0.0,0.0,1.0,,1,GK,Bournemouth,4.5
Sadik Fofana,Malick Fofana,Ligue 1,0.82,2025-26,Lecce,MF,5.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1,MID,Sunderland,5.5
Samuel Iling-Junior,Samuel Iling-Junior,Serie A,0.88,2025-26,Pisa,MF,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1,MID,Aston Villa,5.0
Tarik Muharemovic,Tarik Muharemović,Serie A,0.88,2025-26,Sassuolo,DF,32.0,2.0,2.0,0.0,0.0,0.63,0.06,0.06,7.0,0.0,0.0,0.0,0.0,1.76,1.76,0.0528,0.0528,1.0,,1,DEF,Leeds,5.0
Brooke Norton-Cuffy,Brooke Norton-Cuffy,Serie A,0.88,2025-26,Genoa,"MF,DF",27.0,2.0,1.0,0.0,0.0,0.61,0.08,0.04,5.0,1.0,0.0,0.0,0.0,1.76,0.88,0.0704,0.0352,1.0,,1,DEF,Hull City,4.0
Marco Palestra,Marco Palestra,Serie A,0.88,2025-26,Cagliari,"MF,DF",37.0,1.0,4.0,0.0,0.0,0.85,0.03,0.12,3.0,0.0,0.0,0.0,0.0,0.88,3.52,0.0264,0.1056,1.0,,1,DEF,Chelsea,5.4
Ibrahim Sulemana,Ibrahim Osman,Serie A,0.88,2025-26,Cagliari,MF,16.0,1.0,0.0,0.0,0.0,1.15,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.88,0.0,0.08800000000000001,0.0,0.5,,1,MID,Brighton,5.0
Ibrahim Sulemana,Ibrahim Osman,Serie A,0.88,2025-26,Bologna,MF,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1,MID,Brighton,5.0
Zion Suzuki,Zion Suzuki,Serie A,0.88,2025-26,Parma,GK,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,65.0,69.9,0.0,0.0,0.0,0.0,1.0,,1,GK,Aston Villa,5.0
Robinio Vaz,Robinio Vaz,Serie A,0.88,2025-26,Roma,FW,12.0,1.0,0.0,0.0,0.0,2.08,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.3696,0.0,0.1,,1,FWD,Hull City,5.0
Mohamed Ali Cho,Mohamed-Ali Cho,Ligue 1,0.82,2023-24,Nice,FW,17.0,1.0,2.0,0.0,0.0,1.88,0.1,0.21,2.0,0.0,0.0,0.0,0.0,0.82,1.64,0.082,0.1722,0.5,,1,MID,Hull City,5.0
Bradley Barcola,Bradley Barcola,Ligue 1,0.82,2023-24,Lyon,MF,3.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,MID,Liverpool,8.0
Bradley Barcola,Bradley Barcola,Ligue 1,0.82,2023-24,Paris Saint-Germain,"FW,MF",25.0,4.0,7.0,0.0,0.0,2.04,0.26,0.46,3.0,1.0,0.0,0.0,0.0,3.28,5.739999999999999,0.2132,0.3772,1.0,,1,MID,Liverpool,8.0
Melvin Bard,Melvin Bard,Ligue 1,0.82,2023-24,Nice,DF,32.0,1.0,2.0,0.0,0.0,0.51,0.03,0.07,7.0,1.0,0.0,0.0,0.0,0.82,1.64,0.024599999999999997,0.0574,1.0,,1,DEF,Leeds,4.5
Ayyoub Bouaddi,Ayyoub Bouaddi,Ligue 1,0.82,2023-24,Lille,MF,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1,MID,Man City,5.5
Malick Fofana,Malick Fofana,Ligue 1,0.82,2023-24,Lyon,"FW,MF",17.0,3.0,0.0,0.0,0.0,1.45,0.48,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.39359999999999995,0.0,0.5,,1,MID,Sunderland,5.5
Jaouen Hadjam,Jaouen Hadjam,Other,1.0,2023-24,Nantes,DF,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1,DEF,Brighton,4.5
Jérémy Jacquet,Jeremy Jacquet,Ligue 1,0.82,2023-24,Rennes,DF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1,DEF,Liverpool,5.0
Jérémy Jacquet,Jeremy Jacquet,Ligue 1,0.82,2023-24,Clermont Foot,DF,6.0,0.0,1.0,0.0,0.0,0.36,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.29519999999999996,0.5,,1,DEF,Liverpool,5.0
Ibrahima Koné,Ibrahim Osman,Ligue 1,0.82,2023-24,Lorient,FW,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1,MID,Brighton,5.0
Benjamin Lecomte,Benjamin Lecomte,Ligue 1,0.82,2023-24,Montpellier,GK,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,1.0,0.0,10.0,102.0,75.4,0.0,0.82,0.0,0.024599999999999997,1.0,,1,GK,Fulham,4.0
Eliot Matazo,Eliot Matazo,Ligue 1,0.82,2023-24,Monaco,MF,6.0,0.0,1.0,0.0,0.0,0.88,0.0,0.88,2.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.7215999999999999,0.1,,1,MID,Hull City,4.5
Azor Matusiwa,Azor Matusiwa,Ligue 1,0.82,2023-24,Reims,MF,16.0,1.0,0.0,0.0,0.0,0.78,0.06,0.0,3.0,0.0,0.0,0.0,0.0,0.82,0.0,0.049199999999999994,0.0,1.0,,1,MID,Ipswich Town,5.0
Azor Matusiwa,Azor Matusiwa,Ligue 1,0.82,2023-24,Rennes,MF,12.0,0.0,1.0,0.0,0.0,0.68,0.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.09019999999999999,1.0,,1,MID,Ipswich Town,5.0
Mamadou Sarr,Mamadou Sarr,Ligue 1,0.82,2023-24,Lyon,DF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1,DEF,Chelsea,4.5
Chuba Akpom,Chuba Akpom,Ligue 1,0.82,2024-25,Lille,FW,14.0,3.0,1.0,0.0,0.0,2.82,0.42,0.14,0.0,0.0,0.0,0.0,0.0,2.46,0.82,0.3444,0.1148,0.5,,1,FWD,Ipswich Town,5.0
Mohamed Ali Cho,Mohamed-Ali Cho,Ligue 1,0.82,2024-25,Nice,"FW,MF",27.0,3.0,4.0,0.0,0.0,2.05,0.17,0.22,2.0,0.0,0.0,0.0,0.0,2.46,3.28,0.1394,0.18039999999999998,1.0,,1,MID,Hull City,5.0
Bradley Barcola,Bradley Barcola,Ligue 1,0.82,2024-25,Paris Saint-Germain,FW,34.0,14.0,10.0,0.0,0.0,3.05,0.58,0.41,2.0,0.0,0.0,0.0,0.0,11.479999999999999,8.2,0.4755999999999999,0.33619999999999994,1.0,,1,MID,Liverpool,8.0
Melvin Bard,Melvin Bard,Ligue 1,0.82,2024-25,Nice,"DF,MF",24.0,2.0,1.0,0.0,0.0,1.07,0.09,0.05,4.0,2.0,0.0,0.0,0.0,1.64,0.82,0.07379999999999999,0.041,1.0,,1,DEF,Leeds,4.5
Ayyoub Bouaddi,Ayyoub Bouaddi,Ligue 1,0.82,2024-25,Lille,MF,24.0,0.0,1.0,0.0,0.0,0.23,0.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.06559999999999999,0.5,,1,MID,Man City,5.5
Sidiki Cherif,Sidiki Cherif,Other,1.0,2024-25,Angers,FW,7.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1,FWD,Coventry City,5.0
Amar Dedić,Amar Dedic,Primeira Liga,0.78,2024-25,Marseille,MF,10.0,0.0,1.0,0.0,0.0,1.72,0.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.22619999999999998,0.5,,1,DEF,Newcastle,4.5
Matias Fernandez-Pardo,Matias Fernandez-Pardo,Ligue 1,0.82,2024-25,Lille,"MF,FW",22.0,4.0,2.0,0.0,0.0,1.94,0.34,0.17,4.0,0.0,0.0,0.0,0.0,3.28,1.64,0.2788,0.1394,0.5,,1,FWD,Newcastle,6.0
Malick Fofana,Malick Fofana,Ligue 1,0.82,2024-25,Lyon,"FW,MF",29.0,5.0,4.0,0.0,0.0,1.76,0.28,0.23,2.0,0.0,0.0,0.0,0.0,4.1,3.28,0.2296,0.1886,1.0,,1,MID,Sunderland,5.5
Jérémy Jacquet,Jeremy Jacquet,Ligue 1,0.82,2024-25,Rennes,DF,11.0,0.0,1.0,0.0,0.0,0.78,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.082,1.0,,1,DEF,Liverpool,5.0
Cédric Kipré,Cédric Kipré,Ligue 1,0.82,2024-25,Reims,DF,28.0,0.0,1.0,0.0,0.0,0.37,0.0,0.04,4.0,2.0,0.0,0.0,0.0,0.0,0.82,0.0,0.032799999999999996,1.0,,1,DEF,Ipswich Town,4.0
Benjamin Lecomte,Benjamin Lecomte,Ligue 1,0.82,2024-25,Montpellier,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,63.3,0.0,0.0,0.0,0.0,1.0,,1,GK,Fulham,4.0
Eliot Matazo,Eliot Matazo,Ligue 1,0.82,2024-25,Monaco,MF,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1,MID,Hull City,4.5
Azor Matusiwa,Azor Matusiwa,Ligue 1,0.82,2024-25,Rennes,MF,29.0,1.0,3.0,0.0,0.0,0.48,0.04,0.13,3.0,0.0,0.0,0.0,0.0,0.82,2.46,0.032799999999999996,0.1066,1.0,,1,MID,Ipswich Town,5.0
Ibrahim Mbaye,Ibrahim Mbaye,Ligue 1,0.82,2024-25,Paris Saint-Germain,FW,9.0,1.0,1.0,0.0,0.0,3.18,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0.2132,0.2132,0.5,,1,MID,Aston Villa,6.0
Thomas Meunier,Thomas Meunier,Ligue 1,0.82,2024-25,Lille,DF,30.0,2.0,0.0,0.0,0.0,1.31,0.09,0.0,5.0,0.0,0.0,0.0,0.0,1.64,0.0,0.07379999999999999,0.0,1.0,,1,DEF,Sunderland,4.5
Victor Orakpo,Victor Torp,Ligue 1,0.82,2024-25,Nice,FW,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,1,MID,Coventry City,5.4
Abdoul Ouattara,Abdoul Ouattara,Ligue 1,0.82,2024-25,Strasbourg,"MF,FW",17.0,1.0,1.0,0.0,0.0,0.96,0.19,0.19,1.0,0.0,0.0,0.0,0.0,0.82,0.82,0.1558,0.1558,0.5,,1,DEF,Ipswich Town,4.0
Gerónimo Rulli,Gerónimo Rulli,Ligue 1,0.82,2024-25,Marseille,GK,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,89.0,66.2,0.0,0.0,0.0,0.0,1.0,,1,GK,Man City,5.0
Mamadou Sarr,Mamadou Sarr,Ligue 1,0.82,2024-25,Strasbourg,DF,27.0,0.0,1.0,0.0,0.0,0.19,0.0,0.04,4.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.032799999999999996,1.0,,1,DEF,Chelsea,4.5
Sorba Thomas,Sorba Thomas,Ligue 1,0.82,2024-25,Nantes,"MF,DF",25.0,1.0,3.0,0.0,0.0,0.61,0.07,0.2,3.0,0.0,0.0,0.0,0.0,0.82,2.46,0.0574,0.164,0.5,,1,MID,Hull City,5.5
