team,season,GW,goals_scored_for,goals_conceded,was_home,opponent,clean_sheet,win,draw,points_earned,goals_scored_last5,goals_conceded_last5,clean_sheet_rate_last5,wins_last5,form_points_last5,goals_scored_last3,goals_conceded_last3,home_goals_scored_season,away_goals_scored_season,home_goals_conceded_season,away_goals_conceded_season,attacking_strength,defensive_strength
Brentford,2023-24,5,0,1,False,Newcastle,0,0,0,0,2.0,1.25,0.25,1.0,6.0,2.0,1.0,1.6666666666666667,3.0,1.6666666666666667,0.0,0.6666666666666666,0.763157894736842
Brentford,2023-24,6,1,3,True,Everton,0,0,0,0,1.6,1.2,0.2,1.0,6.0,1.0,1.3333333333333333,1.6666666666666667,1.5,1.6666666666666667,0.5,0.5000000000000001,0.75
Brentford,2023-24,7,1,1,False,Nott'm Forest,0,0,1,1,1.4,1.4,0.2,1.0,5.0,1.0,2.0,1.5,1.5,2.0,0.5,0.39999999999999997,0.6923076923076923
Brentford,2023-24,8,1,2,False,Man Utd,0,0,0,0,1.0,1.6,0.0,0.0,3.0,0.6666666666666666,1.6666666666666667,1.5,1.3333333333333333,2.0,0.6666666666666666,0.2727272727272727,0.5714285714285714
Brentford,2023-24,9,2,0,True,Burnley,1,1,0,3,1.0,1.8,0.0,0.0,2.0,1.0,2.0,1.5,1.25,2.0,1.0,0.2727272727272727,0.5714285714285714
Brentford,2023-24,10,2,0,False,Chelsea,1,1,0,3,1.0,1.4,0.2,1.0,4.0,1.3333333333333333,1.0,1.6,1.25,1.6,1.0,0.21428571428571425,0.6666666666666667
Brentford,2023-24,11,2,2,True,West Ham,0,0,1,1,1.4,1.2,0.4,2.0,7.0,1.6666666666666667,0.6666666666666666,1.6,1.4,1.6,0.8,0.375,0.875
Brentford,2023-24,12,0,3,False,Liverpool,0,0,0,0,1.6,1.0,0.4,2.0,8.0,2.0,0.6666666666666666,1.6666666666666667,1.4,1.6666666666666667,0.8,0.5555555555555556,0.8461538461538461
Brentford,2023-24,13,0,1,True,Arsenal,0,0,0,0,1.4,1.4,0.4,2.0,7.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.1666666666666667,1.6666666666666667,1.1666666666666667,0.4285714285714286,0.6363636363636364
Brentford,2023-24,14,2,1,True,Luton,0,1,0,3,1.2,1.2,0.4,2.0,7.0,0.6666666666666666,2.0,1.4285714285714286,1.1666666666666667,1.5714285714285714,1.1666666666666667,0.28571428571428564,0.6363636363636365
Brentford,2023-24,15,1,2,False,Brighton,0,0,0,0,1.2,1.4,0.2,2.0,7.0,0.6666666666666666,1.6666666666666667,1.5,1.1666666666666667,1.5,1.1666666666666667,0.28571428571428564,0.6666666666666667
Brentford,2023-24,16,0,1,False,Sheffield Utd,0,0,0,0,1.0,1.8,0.0,1.0,4.0,1.0,1.3333333333333333,1.5,1.1428571428571428,1.5,1.2857142857142858,0.2,0.36363636363636376
Brentford,2023-24,17,1,2,True,Aston Villa,0,0,0,0,0.6,1.6,0.0,1.0,3.0,1.0,1.3333333333333333,1.5,1.0,1.5,1.25,0.0769230769230769,0.5999999999999999
Brentford,2023-24,19,1,4,True,Wolves,0,0,0,0,0.8,1.4,0.0,1.0,3.0,0.6666666666666666,1.6666666666666667,1.4444444444444444,1.0,1.5555555555555556,1.25,0.2,0.5
Brentford,2023-24,20,1,3,False,Crystal Palace,0,0,0,0,1.0,2.0,0.0,1.0,3.0,0.6666666666666666,2.3333333333333335,1.4,1.0,1.8,1.25,0.25,0.19999999999999996
Brentford,2023-24,21,3,2,True,Nott'm Forest,0,1,0,3,0.8,2.4,0.0,0.0,0.0,1.0,3.0,1.4,1.0,1.8,1.4444444444444444,0.0,0.0
Brentford,2023-24,22,2,3,False,Spurs,0,0,0,0,1.2,2.4,0.0,1.0,3.0,1.6666666666666667,3.0,1.5454545454545454,1.0,1.8181818181818181,1.4444444444444444,0.49999999999999994,0.0
Brentford,2023-24,23,1,3,True,Man City,0,0,0,0,1.6,2.8,0.0,1.0,3.0,2.0,2.6666666666666665,1.5454545454545454,1.1,1.8181818181818181,1.6,0.5454545454545455,0.0
Brentford,2023-24,24,2,0,False,Wolves,1,1,0,3,1.6,3.0,0.0,1.0,3.0,2.0,2.6666666666666665,1.5,1.1,1.9166666666666667,1.6,0.5555555555555556,0.0
Brentford,2023-24,25,1,4,True,Liverpool,0,0,0,0,1.8,2.2,0.2,2.0,6.0,1.6666666666666667,2.0,1.5,1.1818181818181819,1.9166666666666667,1.4545454545454546,0.5833333333333334,0.36363636363636365
Brentford,2023-24,26,1,4,False,West Ham,0,0,0,0,1.8,2.4,0.2,2.0,6.0,1.3333333333333333,2.3333333333333335,1.4615384615384615,1.1818181818181819,2.076923076923077,1.4545454545454546,0.4666666666666666,0.2857142857142858
Brentford,2023-24,27,2,2,True,Chelsea,0,0,1,1,1.4,2.8,0.2,1.0,3.0,1.3333333333333333,2.6666666666666665,1.4615384615384615,1.1666666666666667,2.076923076923077,1.6666666666666667,0.31249999999999994,0.15384615384615397
Brentford,2023-24,28,1,2,False,Arsenal,0,0,0,0,1.4,2.6,0.2,1.0,4.0,1.3333333333333333,3.3333333333333335,1.5,1.1666666666666667,2.0714285714285716,1.6666666666666667,0.3,0.3125
Brentford,2023-24,29,1,2,False,Burnley,0,0,0,0,1.4,2.4,0.2,1.0,4.0,1.3333333333333333,2.6666666666666665,1.5,1.1538461538461537,2.0714285714285716,1.6923076923076923,0.6249999999999999,0.4545454545454546
Brentford,2023-24,30,1,1,True,Man Utd,0,0,1,1,1.2,2.8,0.0,0.0,1.0,1.3333333333333333,2.0,1.5,1.1428571428571428,2.0714285714285716,1.7142857142857142,0.21052631578947364,0.07692307692307698
Brentford,2023-24,31,0,0,True,Brighton,1,0,1,1,1.2,2.2,0.0,0.0,2.0,1.0,1.6666666666666667,1.4666666666666666,1.1428571428571428,2.0,1.7142857142857142,0.30769230769230765,0.3999999999999999
Brentford,2023-24,32,3,3,False,Aston Villa,0,0,1,1,1.0,1.4,0.2,0.0,3.0,0.6666666666666666,1.0,1.375,1.1428571428571428,1.875,1.7142857142857142,0.33333333333333326,0.6153846153846154
Brentford,2023-24,33,0,0,True,Sheffield Utd,1,0,1,1,1.2,1.6,0.2,0.0,3.0,1.3333333333333333,1.3333333333333333,1.375,1.2666666666666666,1.875,1.8,0.4545454545454546,0.5333333333333332
Brentford,2023-24,34,4,1,False,Luton,0,1,0,3,1.0,1.2,0.4,0.0,4.0,1.0,1.0,1.2941176470588236,1.2666666666666666,1.7647058823529411,1.8,0.28571428571428575,0.6666666666666666
Brentford,2023-24,35,0,1,False,Everton,0,0,0,0,1.6,1.0,0.4,1.0,7.0,2.3333333333333335,1.3333333333333333,1.2941176470588236,1.4375,1.7647058823529411,1.75,0.46666666666666673,0.7692307692307693
Brentford,2023-24,36,0,0,True,Fulham,1,0,1,1,1.4,1.0,0.4,1.0,6.0,1.3333333333333333,0.6666666666666666,1.2941176470588236,1.3529411764705883,1.7647058823529411,1.7058823529411764,0.4117647058823529,0.9166666666666667
Brentford,2023-24,37,1,1,False,Bournemouth,0,0,1,1,1.4,1.0,0.4,1.0,6.0,1.3333333333333333,0.6666666666666666,1.2222222222222223,1.3529411764705883,1.6666666666666667,1.7058823529411764,0.375,0.9166666666666667
Brentford,2023-24,38,2,4,True,Newcastle,0,0,0,0,1.0,0.6,0.4,1.0,6.0,0.3333333333333333,0.6666666666666666,1.2222222222222223,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.21428571428571425,0.9285714285714286
Brentford,2024-25,1,2,1,True,Crystal Palace,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Brentford,2024-25,2,0,2,False,Liverpool,0,0,0,0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666667
Brentford,2024-25,3,3,1,True,Southampton,0,1,0,3,1.0,1.5,0.0,1.0,3.0,1.0,1.5,2.0,0.0,1.0,2.0,0.3333333333333333,0.625
Brentford,2024-25,4,1,2,False,Man City,0,0,0,0,1.6666666666666667,1.3333333333333333,0.0,2.0,6.0,1.6666666666666667,1.3333333333333333,2.5,0.0,1.0,2.0,0.5000000000000001,0.6000000000000001
Brentford,2024-25,5,1,3,False,Spurs,0,0,0,0,1.5,1.5,0.0,2.0,6.0,1.3333333333333333,1.6666666666666667,2.5,0.5,1.0,2.0,0.5,0.5833333333333333
Brentford,2024-25,6,1,1,True,West Ham,0,0,1,1,1.4,1.8,0.0,2.0,6.0,1.6666666666666667,2.0,2.5,0.6666666666666666,1.0,2.3333333333333335,0.49999999999999994,0.38461538461538447
Brentford,2024-25,7,4,3,True,Wolves,0,1,0,3,1.2,1.8,0.0,1.0,4.0,1.0,2.0,2.0,0.6666666666666666,1.0,2.3333333333333335,0.3,0.41666666666666663
Brentford,2024-25,8,1,2,False,Man Utd,0,0,0,0,2.0,2.0,0.0,2.0,7.0,2.0,2.3333333333333335,2.5,0.6666666666666666,1.5,2.3333333333333335,1.0,0.2727272727272727
Brentford,2024-25,9,3,3,True,Ipswich,0,0,1,1,1.6,2.2,0.0,1.0,4.0,2.0,2.0,2.5,0.75,1.5,2.25,0.625,0.2727272727272726
Brentford,2024-25,10,1,2,False,Fulham,0,0,0,0,2.0,2.4,0.0,1.0,5.0,2.6666666666666665,2.6666666666666665,2.6,0.75,1.8,2.25,0.8888888888888888,0.18181818181818177
Brentford,2024-25,11,3,2,True,Bournemouth,0,1,0,3,2.0,2.2,0.0,1.0,5.0,1.6666666666666667,2.3333333333333335,2.6,0.8,1.8,2.2,0.8749999999999999,0.19999999999999996
Brentford,2024-25,12,0,0,False,Everton,1,0,1,1,2.4,2.4,0.0,2.0,7.0,2.3333333333333335,2.3333333333333335,2.6666666666666665,0.8,1.8333333333333333,2.2,1.0,0.0
Brentford,2024-25,13,4,1,True,Leicester,0,1,0,3,1.6,1.8,0.2,1.0,5.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.8333333333333333,1.8333333333333333,0.6666666666666666,0.22222222222222243
Brentford,2024-25,14,1,3,False,Aston Villa,0,0,0,0,2.2,1.6,0.2,2.0,8.0,2.3333333333333335,1.0,2.857142857142857,0.6666666666666666,1.7142857142857142,1.8333333333333333,1.0,0.5555555555555556
Brentford,2024-25,15,3,2,True,Newcastle,0,1,0,3,1.8,1.6,0.2,2.0,7.0,1.6666666666666667,1.3333333333333333,2.857142857142857,0.7142857142857143,1.7142857142857142,2.0,0.7142857142857142,0.4999999999999999
Brentford,2024-25,16,1,2,False,Chelsea,0,0,0,0,2.2,1.6,0.2,3.0,10.0,2.6666666666666665,2.0,2.875,0.7142857142857143,1.75,2.0,0.7500000000000001,0.4999999999999999
Brentford,2024-25,17,0,2,True,Nott'm Forest,0,0,0,0,1.8,1.6,0.2,2.0,7.0,1.6666666666666667,2.3333333333333335,2.875,0.75,1.75,2.0,0.5384615384615384,0.5833333333333333
Brentford,2024-25,18,0,0,False,Brighton,1,0,1,1,1.8,2.0,0.0,2.0,6.0,1.3333333333333333,2.0,2.5555555555555554,0.75,1.7777777777777777,2.0,0.5714285714285715,0.3999999999999999
Brentford,2024-25,19,1,3,True,Arsenal,0,0,0,0,1.0,1.8,0.2,1.0,4.0,0.3333333333333333,1.3333333333333333,2.5555555555555554,0.6666666666666666,1.7777777777777777,1.7777777777777777,0.26666666666666666,0.36363636363636376
Brentford,2024-25,20,5,0,False,Southampton,1,1,0,3,1.0,1.8,0.2,1.0,4.0,0.3333333333333333,1.6666666666666667,2.4,0.6666666666666666,1.9,1.7777777777777777,0.23529411764705885,0.45454545454545436
Brentford,2024-25,21,2,2,True,Man City,0,0,1,1,1.4,1.4,0.4,1.0,4.0,2.0,1.0,2.4,1.1,1.9,1.6,0.375,0.5384615384615384
Brentford,2024-25,22,0,2,True,Liverpool,0,0,0,0,1.6,1.4,0.4,1.0,5.0,2.6666666666666665,1.6666666666666667,2.3636363636363638,1.1,1.9090909090909092,1.6,0.46666666666666673,0.5
Brentford,2024-25,23,2,1,False,Crystal Palace,0,1,0,3,1.6,1.4,0.4,1.0,5.0,2.3333333333333335,1.3333333333333333,2.1666666666666665,1.1,1.9166666666666667,1.6,0.5454545454545455,0.5833333333333334
Brentford,2024-25,24,0,2,True,Spurs,0,0,0,0,2.0,1.6,0.2,2.0,7.0,1.3333333333333333,1.6666666666666667,2.1666666666666665,1.1818181818181819,1.9166666666666667,1.5454545454545454,0.5833333333333334,0.6666666666666667
Brentford,2024-25,25,1,0,False,West Ham,1,1,0,3,1.8,1.4,0.2,2.0,7.0,0.6666666666666666,1.6666666666666667,2.0,1.1818181818181819,1.9230769230769231,1.5454545454545454,0.5454545454545456,0.6923076923076923
Brentford,2024-25,26,3,0,False,Leicester,1,1,0,3,1.0,1.4,0.2,2.0,7.0,1.0,1.0,2.0,1.1666666666666667,1.9230769230769231,1.4166666666666667,0.25,0.7272727272727273
Brentford,2024-25,27,1,1,True,Everton,0,0,1,1,1.2,1.0,0.4,3.0,9.0,1.3333333333333333,0.6666666666666666,2.0,1.3076923076923077,1.9230769230769231,1.3076923076923077,0.39999999999999997,0.9230769230769231
Brentford,2024-25,28,0,1,True,Aston Villa,0,0,0,0,1.4,0.8,0.4,3.0,10.0,1.6666666666666667,0.3333333333333333,1.9285714285714286,1.3076923076923077,1.8571428571428572,1.3076923076923077,0.49999999999999994,0.8461538461538461
Brentford,2024-25,29,2,1,False,Bournemouth,0,1,0,3,1.0,0.8,0.4,2.0,7.0,1.3333333333333333,0.6666666666666666,1.8,1.3076923076923077,1.8,1.3076923076923077,0.5,0.9166666666666666
Brentford,2024-25,30,1,2,False,Newcastle,0,0,0,0,1.4,0.6,0.4,3.0,10.0,1.0,1.0,1.8,1.3571428571428572,1.8,1.2857142857142858,0.6363636363636362,0.9285714285714286
Brentford,2024-25,31,0,0,True,Chelsea,1,0,1,1,1.4,1.0,0.2,2.0,7.0,1.0,1.3333333333333333,1.8,1.3333333333333333,1.8,1.3333333333333333,0.7,0.8181818181818181
Brentford,2024-25,32,1,1,False,Arsenal,0,0,1,1,0.8,1.0,0.2,1.0,5.0,1.0,1.0,1.6875,1.3333333333333333,1.6875,1.3333333333333333,0.4,0.6666666666666666
Brentford,2024-25,33,4,2,True,Brighton,0,1,0,3,0.8,1.0,0.2,1.0,5.0,0.6666666666666666,1.0,1.6875,1.3125,1.6875,1.3125,0.25,0.7777777777777777
Brentford,2024-25,34,2,0,False,Nott'm Forest,1,1,0,3,1.6,1.2,0.2,2.0,8.0,1.6666666666666667,1.0,1.8235294117647058,1.3125,1.7058823529411764,1.3125,0.6666666666666666,0.7777777777777779
Brentford,2024-25,35,3,3,True,Man Utd,0,0,1,1,1.6,1.0,0.4,2.0,8.0,2.3333333333333335,1.0,1.8235294117647058,1.3529411764705883,1.7058823529411764,1.2352941176470589,0.6000000000000001,0.8
Brentford,2024-25,36,1,0,False,Ipswich,1,1,0,3,2.0,1.2,0.4,2.0,9.0,3.0,1.6666666666666667,1.8888888888888888,1.3529411764705883,1.7777777777777777,1.2352941176470589,0.8749999999999999,0.7
Brentford,2024-25,37,2,3,True,Fulham,0,0,0,0,2.2,1.2,0.4,3.0,11.0,2.0,1.0,1.8888888888888888,1.3333333333333333,1.7777777777777777,1.1666666666666667,1.0,0.7272727272727273
Brentford,2024-25,38,1,1,False,Wolves,0,0,1,1,2.4,1.6,0.4,3.0,10.0,2.0,2.0,1.894736842105263,1.3333333333333333,1.8421052631578947,1.1666666666666667,1.0,0.3999999999999999
Brighton,2019-20,1,0,0,False,Watford,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Brighton,2019-20,2,1,1,True,West Ham,0,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brighton,2019-20,3,0,2,True,Southampton,0,0,0,0,0.5,0.5,0.5,0.0,2.0,0.5,0.5,1.0,0.0,1.0,0.0,0.16666666666666666,0.8333333333333334
Brighton,2019-20,4,0,4,False,Man City,0,0,0,0,0.3333333333333333,1.0,0.3333333333333333,0.0,2.0,0.3333333333333333,1.0,0.5,0.0,1.5,0.0,0.0,0.8333333333333333
Brighton,2019-20,5,1,1,True,Burnley,0,0,1,1,0.25,1.75,0.25,0.0,2.0,0.3333333333333333,2.3333333333333335,0.5,0.0,1.5,2.0,0.0,0.375
Brighton,2019-20,6,0,0,False,Newcastle,1,0,1,1,0.4,1.6,0.2,0.0,3.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.0,1.3333333333333333,2.0,0.0,0.4999999999999999
Brighton,2019-20,7,0,2,False,Chelsea,0,0,0,0,0.4,1.6,0.2,0.0,3.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,0.0,0.5384615384615384
Brighton,2019-20,8,3,0,True,Spurs,1,1,0,3,0.2,1.8,0.2,0.0,2.0,0.3333333333333333,1.0,0.6666666666666666,0.0,1.3333333333333333,1.5,0.0,0.5384615384615384
Brighton,2019-20,9,1,2,False,Aston Villa,0,0,0,0,0.8,1.4,0.4,1.0,5.0,1.0,0.6666666666666666,1.25,0.0,1.0,1.5,0.20000000000000004,0.6000000000000001
Brighton,2019-20,10,2,2,True,Everton,0,0,1,1,1.0,1.0,0.4,1.0,5.0,1.3333333333333333,1.3333333333333333,1.25,0.2,1.0,1.6,0.28571428571428575,0.7272727272727273
Brighton,2019-20,11,2,0,True,Norwich,1,1,0,3,1.2,1.2,0.4,1.0,5.0,2.0,1.3333333333333333,1.4,0.2,1.2,1.6,0.29411764705882354,0.7647058823529411
Brighton,2019-20,12,1,3,False,Man Utd,0,0,0,0,1.6,1.2,0.4,2.0,7.0,1.6666666666666667,1.3333333333333333,1.5,0.2,1.0,1.6,0.411764705882353,0.75
Brighton,2019-20,13,0,2,True,Leicester,0,0,0,0,1.8,1.4,0.4,2.0,7.0,1.6666666666666667,1.6666666666666667,1.5,0.3333333333333333,1.0,1.8333333333333333,0.5333333333333333,0.6875
Brighton,2019-20,14,1,2,False,Liverpool,0,0,0,0,1.2,1.8,0.2,1.0,4.0,1.0,1.6666666666666667,1.2857142857142858,0.3333333333333333,1.1428571428571428,1.8333333333333333,0.26666666666666666,0.4666666666666667
Brighton,2019-20,15,2,1,False,Arsenal,0,1,0,3,1.2,1.8,0.2,1.0,4.0,0.6666666666666666,2.3333333333333335,1.2857142857142858,0.42857142857142855,1.1428571428571428,1.8571428571428572,0.23076923076923075,0.4666666666666667
Brighton,2019-20,16,2,2,True,Wolves,0,0,1,1,1.2,1.6,0.2,2.0,6.0,1.0,1.6666666666666667,1.2857142857142858,0.625,1.1428571428571428,1.75,0.27272727272727276,0.29999999999999993
Brighton,2019-20,17,1,1,False,Crystal Palace,0,0,1,1,1.2,2.0,0.0,1.0,4.0,1.6666666666666667,1.6666666666666667,1.375,0.625,1.25,1.75,0.30769230769230765,0.11111111111111116
Brighton,2019-20,18,0,1,True,Sheffield Utd,0,0,0,0,1.2,1.6,0.0,1.0,5.0,1.6666666666666667,1.3333333333333333,1.375,0.6666666666666666,1.25,1.6666666666666667,0.3846153846153847,0.375
Brighton,2019-20,19,1,2,False,Spurs,0,0,0,0,1.2,1.4,0.0,1.0,5.0,1.0,1.3333333333333333,1.2222222222222223,0.6666666666666666,1.2222222222222223,1.6666666666666667,0.3846153846153847,0.5454545454545455
Brighton,2019-20,20,2,0,True,Bournemouth,1,1,0,3,1.2,1.4,0.0,1.0,5.0,0.6666666666666666,1.3333333333333333,1.2222222222222223,0.7,1.2222222222222223,1.7,0.35714285714285715,0.5
Brighton,2019-20,21,0,1,True,Chelsea,0,0,0,0,1.2,1.2,0.2,1.0,5.0,1.0,1.0,1.3,0.7,1.1,1.7,0.3846153846153847,0.6000000000000001
Brighton,2019-20,22,0,1,False,Everton,0,0,0,0,0.8,1.0,0.2,1.0,4.0,1.0,1.0,1.1818181818181819,0.7,1.0909090909090908,1.7,0.2,0.5454545454545454
Brighton,2019-20,23,1,1,True,Aston Villa,0,0,1,1,0.6,1.0,0.2,1.0,3.0,0.6666666666666666,0.6666666666666666,1.1818181818181819,0.6363636363636364,1.0909090909090908,1.6363636363636365,0.14285714285714285,0.6153846153846154
Brighton,2019-20,24,1,3,False,Bournemouth,0,0,0,0,0.8,1.0,0.2,1.0,4.0,0.3333333333333333,1.0,1.1666666666666667,0.6363636363636364,1.0833333333333333,1.6363636363636365,0.23076923076923084,0.5454545454545454
Brighton,2019-20,25,2,3,False,West Ham,0,0,0,0,0.8,1.2,0.2,1.0,4.0,0.6666666666666666,1.6666666666666667,1.1666666666666667,0.6666666666666666,1.0833333333333333,1.75,0.2,0.5454545454545454
Brighton,2019-20,26,0,1,True,Watford,0,0,0,0,0.8,1.8,0.0,0.0,1.0,1.3333333333333333,2.3333333333333335,1.1666666666666667,0.7692307692307693,1.0833333333333333,1.8461538461538463,0.2222222222222222,0.19999999999999996
Brighton,2019-20,27,1,1,False,Sheffield Utd,0,0,1,1,0.8,1.8,0.0,0.0,1.0,1.0,2.3333333333333335,1.0769230769230769,0.7692307692307693,1.0769230769230769,1.8461538461538463,0.2222222222222222,0.33333333333333326
Brighton,2019-20,28,0,1,True,Crystal Palace,0,0,0,0,1.0,1.8,0.0,0.0,2.0,1.0,1.6666666666666667,1.0769230769230769,0.7857142857142857,1.0769230769230769,1.7857142857142858,0.3636363636363637,0.36363636363636376
Brighton,2019-20,29,0,0,False,Wolves,1,0,1,1,0.8,1.8,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.7857142857142857,1.0714285714285714,1.7857142857142858,0.36363636363636365,0.33333333333333326
Brighton,2019-20,39,2,1,True,Arsenal,0,1,0,3,0.6,1.2,0.2,0.0,2.0,0.3333333333333333,0.6666666666666666,1.0,0.7333333333333333,1.0714285714285714,1.6666666666666667,0.2222222222222222,0.5454545454545454
Brighton,2019-20,40,0,0,False,Leicester,1,0,1,1,0.6,0.8,0.2,1.0,5.0,0.6666666666666666,0.6666666666666666,1.0666666666666667,0.7333333333333333,1.0666666666666667,1.6666666666666667,0.2222222222222222,0.8181818181818181
Brighton,2019-20,41,0,3,True,Man Utd,0,0,0,0,0.6,0.6,0.4,1.0,6.0,0.6666666666666666,0.3333333333333333,1.0666666666666667,0.6875,1.0666666666666667,1.5625,0.18181818181818182,0.9
Brighton,2019-20,42,1,0,False,Norwich,1,1,0,3,0.4,1.0,0.4,1.0,5.0,0.6666666666666666,1.3333333333333333,1.0,0.6875,1.1875,1.5625,0.16666666666666669,0.6666666666666667
Brighton,2019-20,43,1,3,True,Liverpool,0,0,0,0,0.6,0.8,0.6,2.0,8.0,0.3333333333333333,1.0,1.0,0.7058823529411765,1.1875,1.4705882352941178,0.23076923076923075,0.8333333333333333
Brighton,2019-20,44,0,5,True,Man City,0,0,0,0,0.8,1.4,0.4,2.0,7.0,0.6666666666666666,2.0,1.0,0.7058823529411765,1.2941176470588236,1.4705882352941178,0.26666666666666666,0.5555555555555556
Brighton,2019-20,45,1,1,False,Southampton,0,0,1,1,0.4,2.2,0.4,1.0,4.0,0.6666666666666666,2.6666666666666665,0.9444444444444444,0.7058823529411765,1.5,1.4705882352941178,0.06666666666666667,0.18181818181818177
Brighton,2019-20,46,0,0,True,Newcastle,1,0,1,1,0.6,2.4,0.2,1.0,4.0,0.6666666666666666,3.0,0.9444444444444444,0.7222222222222222,1.5,1.4444444444444444,0.14285714285714285,0.09090909090909094
Brighton,2019-20,47,2,1,False,Burnley,0,1,0,3,0.6,1.8,0.4,1.0,5.0,0.3333333333333333,2.0,0.8947368421052632,0.7222222222222222,1.4210526315789473,1.4444444444444444,0.15384615384615385,0.30000000000000004
Brighton,2020-21,1,1,3,True,Chelsea,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Brighton,2020-21,2,3,0,False,Newcastle,1,1,0,3,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.25,0.25
Brighton,2020-21,3,2,3,True,Man Utd,0,0,0,0,2.0,1.5,0.5,1.0,3.0,2.0,1.5,1.0,3.0,3.0,0.0,0.5714285714285714,0.625
Brighton,2020-21,4,2,4,False,Everton,0,0,0,0,2.0,2.0,0.3333333333333333,1.0,3.0,2.0,2.0,1.5,3.0,3.0,0.0,0.6,0.4545454545454545
Brighton,2020-21,5,0,1,False,Crystal Palace,0,0,0,0,2.0,2.5,0.25,1.0,3.0,2.3333333333333335,2.3333333333333335,1.5,2.5,3.0,2.0,0.5121951219512195,0.38888888888888884
Brighton,2020-21,6,0,1,True,West Brom,0,0,0,0,1.6,2.2,0.2,1.0,3.0,1.3333333333333333,2.6666666666666665,1.5,1.6666666666666667,3.0,1.6666666666666667,0.5000000000000001,0.31999999999999995
Brighton,2020-21,7,1,2,False,Spurs,0,0,0,0,1.4,1.8,0.2,1.0,3.0,0.6666666666666666,2.0,1.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.3571428571428571,0.4285714285714285
Brighton,2020-21,8,0,0,True,Burnley,1,0,1,1,1.0,2.2,0.0,0.0,0.0,0.3333333333333333,1.3333333333333333,1.0,1.5,2.3333333333333335,1.75,0.30769230769230776,0.14285714285714268
Brighton,2020-21,9,2,1,False,Aston Villa,0,1,0,3,0.6,1.6,0.2,0.0,1.0,0.3333333333333333,1.0,0.75,1.5,1.75,1.75,0.15384615384615385,0.3999999999999999
Brighton,2020-21,10,1,1,True,Liverpool,0,0,1,1,0.6,1.0,0.2,1.0,4.0,1.0,1.0,0.75,1.6,1.75,1.6,0.18181818181818182,0.75
Brighton,2020-21,11,1,2,True,Southampton,0,0,0,0,0.8,1.0,0.2,1.0,5.0,1.0,0.6666666666666666,0.8,1.6,1.6,1.6,0.30000000000000004,0.5555555555555556
Brighton,2020-21,12,0,3,False,Leicester,0,0,0,0,1.0,1.2,0.2,1.0,5.0,1.3333333333333333,1.3333333333333333,0.8333333333333334,1.6,1.6666666666666667,1.6,0.33333333333333326,0.5
Brighton,2020-21,13,0,0,False,Fulham,1,0,1,1,0.8,1.4,0.2,1.0,5.0,0.6666666666666666,2.0,0.8333333333333334,1.3333333333333333,1.6666666666666667,1.8333333333333333,0.37500000000000006,0.4
Brighton,2020-21,14,0,1,True,Sheffield Utd,0,0,0,0,0.8,1.4,0.2,1.0,5.0,0.3333333333333333,1.6666666666666667,0.8333333333333334,1.1428571428571428,1.6666666666666667,1.5714285714285714,0.25,0.4285714285714286
Brighton,2020-21,15,2,2,False,West Ham,0,0,1,1,0.4,1.4,0.2,0.0,2.0,0.0,1.3333333333333333,0.7142857142857143,1.1428571428571428,1.5714285714285714,1.5714285714285714,0.0,0.5
Brighton,2020-21,16,0,1,True,Arsenal,0,0,0,0,0.6,1.6,0.2,0.0,2.0,0.6666666666666666,1.0,0.7142857142857143,1.25,1.5714285714285714,1.625,0.0,0.4545454545454545
Brighton,2020-21,17,3,3,True,Wolves,0,0,1,1,0.4,1.4,0.2,0.0,2.0,0.6666666666666666,1.3333333333333333,0.625,1.25,1.5,1.625,0.0,0.5
Brighton,2020-21,18,0,1,False,Man City,0,0,0,0,1.0,1.4,0.2,0.0,3.0,1.6666666666666667,2.0,0.8888888888888888,1.25,1.6666666666666667,1.625,0.30769230769230776,0.5
Brighton,2020-21,19,1,0,False,Leeds,1,1,0,3,1.0,1.6,0.0,0.0,2.0,1.0,1.6666666666666667,0.8888888888888888,1.1111111111111112,1.6666666666666667,1.5555555555555556,0.3636363636363637,0.4999999999999999
