team_name,gameweek,opponent,was_home,fdr,trajectory_raw,trajectory_score
Liverpool,5,Everton,True,3,12.0,0.5306122448979592
Liverpool,6,Crystal Palace,False,3,12.0,0.5
Liverpool,7,Chelsea,False,3,13.200000000000001,0.20000000000000007
Liverpool,8,Man Utd,True,3,13.400000000000002,0.21818181818181803
Liverpool,9,Brentford,False,3,13.599999999999998,0.065217391304348
Liverpool,10,Aston Villa,True,3,13.2,0.2608695652173918
Liverpool,11,Man City,False,5,13.3,0.3555555555555556
Liverpool,12,Nott'm Forest,True,3,11.2,0.8048780487804876
Liverpool,13,West Ham,False,3,11.100000000000001,0.727272727272727
Liverpool,14,Sunderland,True,2,9.799999999999999,1.0
Liverpool,15,Leeds,False,3,10.0,1.0
Liverpool,16,Brighton,True,3,9.7,1.0
Liverpool,17,Spurs,False,3,10.6,0.9393939393939391
Liverpool,18,Wolves,True,1,9.299999999999999,1.0
Liverpool,19,Leeds,True,2,11.799999999999999,0.48888888888888915
Liverpool,20,Fulham,False,3,12.900000000000002,0.2571428571428568
Liverpool,21,Arsenal,False,5,13.600000000000001,0.117647058823529
Liverpool,22,Burnley,True,1,11.600000000000001,0.6530612244897958
Liverpool,23,Bournemouth,False,4,13.8,0.09243697478991608
Liverpool,24,Newcastle,True,3,12.299999999999999,0.41818181818181865
Liverpool,25,Man City,True,4,11.700000000000001,0.6818181818181819
Liverpool,26,Sunderland,False,3,10.5,0.6111111111111109
Liverpool,27,Nott'm Forest,False,3,10.9,0.5901639344262295
