Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Unnamed: 0_level_0_Rk_k,Unnamed: 2_level_0_Nation_k,Unnamed: 3_level_0_Pos_k,Unnamed: 4_level_0_Squad_k,Unnamed: 5_level_0_Age_k,Unnamed: 6_level_0_Born_k,Playing Time_MP_k,Playing Time_Starts_k,Playing Time_Min_k,Playing Time_90s_k,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 26_level_0_Matches,league_tag_k,season_tag_k
179,Ewerton,br BRA,MF,Portimonense,28,1992,15,11,729,8.1,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Miguel Falé,pt POR,FW,Braga,17,2004,8,3,249,2.8,0,2,2,0,0,0,0,0,0.00,0.72,0.72,0.00,0.72,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Zouhair Feddal,ma MAR,DF,Sporting CP,32,1989,14,13,1012,11.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Luiz Felipe,br BRA,GK,B-SAD,24,1997,32,32,2880,32.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2021-22,11,br BRA,GK,B-SAD,24,1997,32,32,2880,32.0,44,1.37,143,105,72.0,5,11,16,8,25.0,6,4,2,0,33.3,Matches,Primeira Liga,2021-22
183,Volnei Feltes,br BRA,DF,Estoril,21,2000,4,1,157,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Gedson Fernandes,pt POR,MF,Benfica,22,1999,3,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Ivanildo Fernandes,cv CPV,DF,Vizela,25,1996,17,16,1362,15.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Jorge Filipe Oliveira Fernandes,pt POR,DF,Vitória Guimarães,24,1997,15,13,1224,13.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Lucas Fernandes,br BRA,MF,Portimonense,23,1997,25,17,1424,15.8,1,4,5,1,0,0,6,1,0.06,0.25,0.32,0.06,0.32,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Ricardo Fernandes,pt POR,GK,Santa Clara,26,1994,7,5,534,5.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2021-22,12,pt POR,GK,Santa Clara,26,1994,7,5,534,5.9,13,2.19,29,17,58.6,1,2,2,1,20.0,1,1,0,0,0.0,Matches,Primeira Liga,2021-22
189,Roger Fernandes,pt POR,MF,Braga,15,2005,7,0,119,1.3,2,0,2,2,0,0,0,0,1.51,0.00,1.51,1.51,1.51,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Rúben Fernandes,pt POR,DF,Gil Vicente FC,35,1986,33,33,2948,32.8,1,0,1,1,0,0,3,1,0.03,0.00,0.03,0.03,0.03,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Fernando,br BRA,"FW,MF",Porto,28,1993,1,0,5,0.1,1,0,1,1,0,0,0,0,18.00,0.00,18.00,18.00,18.00,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Nahuel Ferraresi,ve VEN,DF,Estoril,22,1998,24,23,1987,22.1,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
