Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Unnamed: 0_level_0_Rk_k,Unnamed: 2_level_0_Nation_k,Unnamed: 3_level_0_Pos_k,Unnamed: 4_level_0_Squad_k,Unnamed: 5_level_0_Age_k,Unnamed: 6_level_0_Born_k,Playing Time_MP_k,Playing Time_Starts_k,Playing Time_Min_k,Playing Time_90s_k,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 26_level_0_Matches,league_tag_k,season_tag_k
460,Jevon Mills,ie IRL,DF,Hull City,17,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Billy Mitchell,eng ENG,MF,Millwall,21,2000,42,35,3158,35.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Demetri Mitchell,eng ENG,MF,Blackpool,24,1997,13,6,487,5.4,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,Championship,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Aleksandar Mitrović,rs SRB,FW,Fulham,26,1994,44,44,3826,42.5,43,7,50,37,6,7,10,0,1.01,0.16,1.18,0.87,1.04,Matches,Championship,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Jayson Molumby,ie IRL,MF,West Brom,21,1999,31,17,1722,19.1,1,0,1,1,0,0,11,1,0.05,0.00,0.05,0.05,0.05,Matches,Championship,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,George Moncur,eng ENG,"MF,FW",Hull City,27,1993,14,7,687,7.6,0,1,1,0,0,0,0,1,0.00,0.13,0.13,0.00,0.13,Matches,Championship,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Jasper Moon,eng ENG,"DF,MF",Barnsley,20,2000,25,18,1738,19.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Kieffer Moore,wls WAL,"DF,FW",Bournemouth,28,1992,4,0,87,1.0,4,0,4,4,0,0,0,0,4.14,0.00,4.14,4.14,4.14,Matches,Championship,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Kieffer Moore,wls WAL,FW,Cardiff City,28,1992,22,15,1506,16.7,5,2,7,5,0,0,1,0,0.30,0.12,0.42,0.30,0.42,Matches,Championship,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Liam Moore,jm JAM,DF,Stoke City,28,1993,4,4,305,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
