id,web_name,first_name,second_name,element_type,position,team,selected_by_percent,price,now_cost
47,Rogers,Morgan,Rogers,3,MID,2,20.2,7.0,70
48,Tielemans,Youri,Tielemans,3,MID,2,0.7,6.0,60
49,Bailey,Leon,Bailey,3,MID,2,0.1,5.5,55
50,Buendía,Emiliano,Buendía Stati,3,MID,2,0.4,5.5,55
51,Iling Jr,Samuel,Iling-Junior,3,MID,2,0.0,5.5,55
53,Malen,Donyell,Malen,3,MID,2,0.4,5.5,55
54,McGinn,John,McGinn,3,MID,2,0.7,5.5,55
55,Barkley,Ross,Barkley,3,MID,2,0.1,5.0,50
56,Barrenechea,Enzo,Barrenechea,3,MID,2,0.0,5.0,50
57,Dobbin,Lewis,Dobbin,3,MID,2,0.0,5.0,50
58,Kamara,Boubacar,Kamara,3,MID,2,0.2,5.0,50
59,Onana,Amadou,Onana,3,MID,2,0.6,5.0,50
60,Broggio,Ben,Broggio,3,MID,2,0.2,4.5,45
61,Dendoncker,Leander,Dendoncker,3,MID,2,0.1,4.5,45
62,Jimoh-Aloba,Jamaldeen,Jimoh-Aloba,3,MID,2,0.1,4.5,45
63,Young,Kadan,Young,3,MID,2,0.5,4.5,45
64,Watkins,Ollie,Watkins,4,FWD,2,13.0,9.0,90
65,Redmond,Zépiqueno,Redmond,4,FWD,2,0.3,4.5,45
389,Elliott,Harvey,Elliott,3,MID,2,0.2,5.5,55
456,Sancho,Jadon,Sancho,3,MID,2,0.2,6.0,60
688,Wright,James,Wright,1,GK,2,0.6,4.0,40
699,Douglas Luiz,Douglas Luiz,Soares de Paulo,3,MID,2,0.1,5.0,50
701,Rowe,Triston,Rowe,2,DEF,2,0.1,4.0,40
702,Burrowes,Bradley,Burrowes,3,MID,2,0.1,4.5,45
703,Proctor,Sam,Proctor,1,GK,2,0.6,4.0,40
710,Patterson,Travis,Patterson,2,DEF,2,0.2,4.0,40
719,Lindelöf,Victor,Lindelöf,2,DEF,2,0.1,4.5,45
754,George Hemmings,George,Hemmings,3,MID,2,0.0,4.5,45
757,Hollingshead,Ronnie,Hollingshead,1,GK,2,0.0,4.0,40
768,Leon Routh,Leon,Routh,2,DEF,2,0.0,4.0,40
781,Carroll,TJ,Carroll,2,DEF,2,0.0,4.0,40
792,Alysson,Alysson Edward Franco,da Rocha dos Santos,3,MID,2,0.0,5.0,50
808,Abraham,Tammy,Abraham,4,FWD,2,0.2,6.0,60
183,Weiss,Max,Weiß,1,GK,3,0.2,4.5,45
184,Green,Etienne,Green,1,GK,3,0.2,4.0,40
185,Hladký,Václav,Hladký,1,GK,3,0.1,4.0,40
186,Roberts,Connor,Roberts,2,DEF,3,0.0,4.5,45
187,Walker,Kyle,Walker,2,DEF,3,1.2,4.5,45
188,Delcroix,Hannes,Delcroix,2,DEF,3,0.2,4.0,40
189,Dodgson,Owen,Dodgson,2,DEF,3,0.0,4.0,40
190,Ekdal,Hjalmar,Ekdal,2,DEF,3,0.7,4.0,40
191,Estève,Maxime,Estève,2,DEF,3,7.0,4.0,40
192,Hartman,Quilindschy,Hartman,2,DEF,3,0.6,4.0,40
193,Humphreys,Bashir,Humphreys,2,DEF,3,0.1,4.0,40
194,Jordan,Jordan,Beyer,2,DEF,3,0.1,4.0,40
195,Lucas Pires,Lucas,Pires Silva,2,DEF,3,0.3,4.0,40
196,Sambo,Shurandy,Sambo,2,DEF,3,0.0,4.0,40
197,Sonne,Oliver,Sonne,2,DEF,3,0.2,4.0,40
198,Tuanzebe,Axel,Tuanzebe,2,DEF,3,0.9,4.0,40
199,Worrall,Joe,Worrall,2,DEF,3,0.2,4.0,40
200,Anthony,Jaidon,Anthony,3,MID,3,2.4,5.5,55
201,Benson,Manuel,Benson Hedilazio,3,MID,3,0.0,5.5,55
202,Bruun Larsen,Jacob,Bruun Larsen,3,MID,3,0.0,5.5,55
203,Boateng,Enock,Agyei,3,MID,3,0.0,5.0,50
204,Churlinov,Darko,Churlinov,3,MID,3,0.0,5.0,50
205,Cullen,Josh,Cullen,3,MID,3,0.8,5.0,50
206,Edwards,Marcus,Edwards,3,MID,3,0.1,5.0,50
207,Hannibal,Hannibal,Mejbri,3,MID,3,0.1,5.0,50
208,Koleosho,Luca,Koleosho,3,MID,3,0.0,5.0,50
209,Laurent,Josh,Laurent,3,MID,3,0.0,5.0,50
210,Tchaouna,Loum,Tchaouna,3,MID,3,0.0,5.0,50
211,A.Ramsey,Aaron,Ramsey,3,MID,3,1.4,4.5,45
212,Adewumi,Oluwaseun,Adewumi,3,MID,3,0.0,4.5,45
213,Banel,Jaydon,Banel,3,MID,3,0.0,4.5,45
214,Trésor,Mike,Trésor Ndayishimiye,3,MID,3,0.1,4.5,45
215,Flemming,Zian,Flemming,4,FWD,3,0.8,5.5,55
216,Amdouni,Zeki,Amdouni,4,FWD,3,0.0,5.0,50
217,Foster,Lyle,Foster,4,FWD,3,0.7,5.0,50
218,Barnes,Ashley,Barnes,4,FWD,3,1.2,4.5,45
219,Obafemi,Michael,Obafemi,4,FWD,3,0.1,4.5,45
470,Dúbravka,Martin,Dúbravka,1,GK,3,25.7,4.0,40
614,Ward-Prowse,James,Ward-Prowse,3,MID,3,0.2,6.0,60
676,Ugochukwu,Lesley,Ugochukwu,3,MID,3,0.1,5.0,50
680,Broja,Armando,Broja,4,FWD,3,0.1,5.5,55
722,Florentino,Florentino Ibrain,Morris Luís,3,MID,3,0.0,5.0,50
776,Pimlott,Oliver,Pimlott,3,MID,3,0.0,4.5,45
784,Brierley,George,Brierley,3,MID,3,0.0,4.5,45
820,McMahon-Brown,Kian,McMahon-Brown,3,MID,3,0.0,4.5,45
66,Neto,Norberto,Murara Neto,1,GK,4,0.1,4.5,45
67,Petrović,Đorđe,Petrović,1,GK,4,5.2,4.5,45
68,Dennis,Will,Dennis,1,GK,4,0.7,4.0,40
69,McKenna,Callan,McKenna,1,GK,4,0.2,4.0,40
70,Paulsen,Alex,Paulsen,1,GK,4,0.1,4.0,40
71,Zabarnyi,Illia,Zabarnyi,2,DEF,4,0.0,5.0,50
72,Senesi,Marcos,Senesi Barón,2,DEF,4,22.0,4.5,45
73,Smith,Adam,Smith,2,DEF,4,0.2,4.5,45
74,Truffert,Adrien,Truffert,2,DEF,4,5.3,4.5,45
75,Akinmboni,Matai,Akinmboni,2,DEF,4,0.2,4.0,40
76,Bevan,Owen,Bevan,2,DEF,4,0.2,4.0,40
77,Hill,James,Hill,2,DEF,4,7.4,4.0,40
78,J.Araujo,Julián,Araujo Zúñiga,2,DEF,4,0.5,4.0,40
79,Mepham,Chris,Mepham,2,DEF,4,0.1,4.0,40
80,Soler,Julio,Soler Barreto,2,DEF,4,0.2,4.0,40
81,Kluivert,Justin,Kluivert,3,MID,4,0.6,7.0,70
84,Tavernier,Marcus,Tavernier,3,MID,4,4.2,5.5,55
85,Adams,Tyler,Adams,3,MID,4,0.3,5.0,50
86,Brooks,David,Brooks,3,MID,4,0.2,5.0,50
87,Christie,Ryan,Christie,3,MID,4,0.1,5.0,50
88,Cook,Lewis,Cook,3,MID,4,0.0,5.0,50
89,Philip,Philip,Billing,3,MID,4,0.0,5.0,50
90,Scott,Alex,Scott,3,MID,4,2.1,5.0,50
91,Sinisterra,Luis,Sinisterra Lucumí,3,MID,4,0.0,5.0,50
92,Faivre,Romain,Faivre,3,MID,4,0.1,4.5,45
93,H.Traorè,Hamed,Traorè,3,MID,4,0.3,4.5,45
94,Sadi,Dominic,Sadi,3,MID,4,0.0,4.5,45
95,Silcott-Duberry,Zain,Silcott-Duberry,3,MID,4,0.1,4.5,45
96,Winterburn,Ben,Winterburn,3,MID,4,0.0,4.5,45
97,Evanilson,Francisco Evanilson,de Lima Barbosa,4,FWD,4,2.4,7.0,70
98,Enes Ünal,Enes,Ünal,4,FWD,4,0.0,5.5,55
99,Adu-Adjei,Daniel,Adu-Adjei,4,FWD,4,0.1,4.5,45
100,Kroupi.Jr,Junior,Kroupi,4,FWD,4,7.6,4.5,45
391,Gannon-Doak,Ben,Gannon-Doak,3,MID,4,0.0,5.0,50
685,Diakité,Bafodé,Diakité,2,DEF,4,0.3,4.5,45
687,Rees-Dottin,Remy,Rees-Dottin,3,MID,4,0.2,4.5,45
697,Adli,Amine,Adli,3,MID,4,0.2,5.5,55
713,A.Jimenez,Álex,Jiménez Sánchez,2,DEF,4,0.1,4.5,45
721,Milosavljević,Veljko,Milosavljevic,2,DEF,4,0.0,4.5,45
756,DaCosta,Malcom,DaCosta,3,MID,4,0.0,4.5,45
782,Forster,Fraser,Forster,1,GK,4,0.0,4.0,40
799,Stevens,Charlie,Stevens,3,MID,4,0.0,4.5,45
801,Tóth.A,Alex,Tóth,3,MID,4,0.0,5.0,50
806,Mandas,Christos,Mandas,1,GK,4,0.0,4.0,40
807,Rayan,Rayan Vitor,Simplício Rocha,3,MID,4,2.3,5.5,55
27,Nelson,Reiss,Nelson,3,MID,5,0.1,5.0,50
83,O.Dango,Dango,Ouattara,3,MID,5,1.6,6.0,60
101,Kelleher,Caoimhín,Kelleher,1,GK,5,12.0,4.5,45
102,Balcombe,Ellery,Balcombe,1,GK,5,0.2,4.0,40
103,Cox,Matthew,Cox,1,GK,5,0.1,4.0,40
104,Eyestone,Julian,Eyestone,1,GK,5,0.1,4.0,40
105,Valdimarsson,Hákon Rafn,Valdimarsson,1,GK,5,1.0,4.0,40
106,Collins,Nathan,Collins,2,DEF,5,2.4,5.0,50
107,Lewis-Potter,Keane,Lewis-Potter,2,DEF,5,1.5,5.0,50
108,Ajer,Kristoffer,Ajer,2,DEF,5,0.2,4.5,45
109,Henry,Rico,Henry,2,DEF,5,0.1,4.5,45
110,Kayode,Michael,Kayode,2,DEF,5,1.0,4.5,45
111,Pinnock,Ethan,Pinnock,2,DEF,5,0.1,4.5,45
112,Roerslev,Mads,Roerslev Rasmussen,2,DEF,5,0.0,4.5,45
113,Van den Berg,Sepp,van den Berg,2,DEF,5,1.0,4.5,45
114,Arthur,Benjamin,Arthur,2,DEF,5,0.2,4.0,40
115,Fredrick,Benjamin,Fredrick,2,DEF,5,0.1,4.0,40
116,Hickey,Aaron,Hickey,2,DEF,5,0.3,4.0,40
117,Ji-soo,Kim,Ji-soo,2,DEF,5,0.1,4.0,40
118,Meghoma,Jayden,Meghoma,2,DEF,5,0.0,4.0,40
120,Schade,Kevin,Schade,3,MID,5,1.3,7.0,70
121,Damsgaard,Mikkel,Damsgaard,3,MID,5,0.8,6.0,60
122,Milambo,Antoni,Milambo,3,MID,5,0.0,5.5,55
123,Carvalho,Fábio,Freitas Gouveia Carvalho,3,MID,5,0.1,5.0,50
124,Henderson,Jordan,Henderson,3,MID,5,0.3,5.0,50
125,Janelt,Vitaly,Janelt,3,MID,5,0.1,5.0,50
126,Jensen,Mathias,Jensen,3,MID,5,0.1,5.0,50
127,Nunes,Gustavo,Nunes Fernandes Gomes,3,MID,5,0.0,5.0,50
128,Onyeka,Frank,Onyeka,3,MID,5,0.0,5.0,50
129,Yarmoliuk,Yehor,Yarmoliuk,3,MID,5,0.1,5.0,50
130,Donovan,Romelle,Donovan,3,MID,5,0.1,4.5,45
131,Konak,Yunus Emre,Konak,3,MID,5,0.1,4.5,45
132,Maghoma,Paris,Maghoma,3,MID,5,0.0,4.5,45
133,Peart-Harris,Myles,Peart-Harris,3,MID,5,0.0,4.5,45
134,Trevitt,Ryan,Trevitt,3,MID,5,0.0,4.5,45
136,Thiago,Igor Thiago,Nascimento Rodrigues,4,FWD,5,30.2,6.0,60
137,Morgan,Iwan,Morgan,4,FWD,5,0.3,4.5,45
748,Dasilva,Josh,Dasilva,3,MID,5,0.0,5.0,50
797,Furo,Kaye,Furo,4,FWD,5,0.0,4.5,45
810,Bentt,Luka,Bentt,3,MID,5,0.0,4.5,45
819,Shield,Ollie,Shield,2,DEF,5,0.0,4.0,40
823,Stephenson,Joshua,Stephenson,2,DEF,5,0.0,4.0,40
824,McManus,Conor,McManus,2,DEF,5,0.0,4.0,40
826,Owen,Riley,Owen,3,MID,5,0.0,4.5,45
138,Steele,Jason,Steele,1,GK,6,0.2,4.5,45
139,Verbruggen,Bart,Verbruggen,1,GK,6,9.3,4.5,45
140,McGill,Tom,McGill,1,GK,6,0.3,4.0,40
141,Rushworth,Carl,Rushworth,1,GK,6,0.0,4.0,40
142,Scherpen,Kjell,Scherpen,1,GK,6,0.0,4.0,40
143,Boscagli,Olivier,Boscagli,2,DEF,6,0.1,4.5,45
144,Coppola,Diego,Coppola,2,DEF,6,0.0,4.5,45
145,De Cuyper,Maxim,De Cuyper,2,DEF,6,1.7,4.5,45
146,Dunk,Lewis,Dunk,2,DEF,6,1.0,4.5,45
147,Estupiñan,Pervis,Estupiñán Tenorio,2,DEF,6,0.0,4.5,45
148,F.Kadıoğlu,Ferdi,Kadıoğlu,2,DEF,6,1.4,4.5,45
149,Igor,Igor Julio,dos Santos de Paulo,2,DEF,6,0.1,4.5,45
150,Lamptey,Tariq,Lamptey,2,DEF,6,0.1,4.5,45
151,Van Hecke,Jan Paul,van Hecke,2,DEF,6,10.7,4.5,45
152,Veltman,Joël,Veltman,2,DEF,6,0.1,4.5,45
153,Webster,Adam,Webster,2,DEF,6,0.0,4.5,45
154,Cashin,Eiran,Cashin,2,DEF,6,0.0,4.0,40
155,Slater,Jacob,Slater,2,DEF,6,0.1,4.0,40
156,Tasker,Charlie,Tasker,2,DEF,6,0.2,4.0,40
157,Mitoma,Mitoma,Kaoru,3,MID,6,1.9,6.5,65
158,Georginio,Georginio,Rutter,3,MID,6,0.3,6.0,60
159,March,Solly,March,3,MID,6,0.0,6.0,60
160,Minteh,Yankuba,Minteh,3,MID,6,2.5,6.0,60
161,Enciso,Julio,Enciso Espínola,3,MID,6,0.0,5.5,55
162,Gruda,Brajan,Gruda,3,MID,6,0.0,5.5,55
163,Hinshelwood,Jack,Hinshelwood,3,MID,6,1.6,5.5,55
164,O'Riley,Matt,O'Riley,3,MID,6,0.3,5.5,55
165,Sima,Abdallah,Sima,3,MID,6,0.0,5.5,55
166,Ayari,Yasin,Ayari,3,MID,6,0.4,5.0,50
167,Baleba,Carlos,Baleba,3,MID,6,1.5,5.0,50
169,Gomez,Diego,Gómez Amarilla,3,MID,6,0.4,5.0,50
170,Milner,James,Milner,3,MID,6,0.1,5.0,50
171,Sarmiento,Jeremy,Sarmiento Morante,3,MID,6,0.0,5.0,50
172,Watson,Tom,Watson,3,MID,6,0.0,5.0,50
173,Wieffer,Mats,Wieffer,3,MID,6,0.3,5.0,50
174,Yalcouye,Malick,Yalcouyé,3,MID,6,0.0,5.0,50
175,Knight,Joe,Knight,3,MID,6,0.1,4.5,45
176,Mazilu,Adrian,Mazilu,3,MID,6,0.0,4.5,45
177,Moran,Andrew,Moran,3,MID,6,0.0,4.5,45
178,Welbeck,Danny,Welbeck,4,FWD,6,8.4,6.5,65
179,Ferguson,Evan,Ferguson,4,FWD,6,0.0,5.5,55
180,Tzimas,Stefanos,Tzimas,4,FWD,6,0.1,5.5,55
181,Kostoulas,Charalampos,Kostoulas,4,FWD,6,0.3,5.0,50
744,Oriola,Nehemiah,Oriola,3,MID,6,0.0,4.5,45
761,Simmonds,Freddie,Simmonds,2,DEF,6,0.0,4.0,40
783,Groß,Pascal,Groß,3,MID,6,3.0,5.5,55
795,Howell,Harry,Howell,3,MID,6,0.0,4.5,45
220,Sánchez,Robert,Lynch Sánchez,1,GK,7,10.3,5.0,50
221,Jörgensen,Filip,Jörgensen,1,GK,7,0.2,4.5,45
222,Penders,Mike,Penders,1,GK,7,0.0,4.0,40
223,Slonina,Gabriel,Słonina,1,GK,7,0.1,4.0,40
224,Cucurella,Marc,Cucurella Saseta,2,DEF,7,14.6,6.0,60
225,James,Reece,James,2,DEF,7,6.0,5.5,55
226,Chalobah,Trevoh,Chalobah,2,DEF,7,8.8,5.0,50
227,Colwill,Levi,Samuels Colwill,2,DEF,7,0.2,5.0,50
228,Gusto,Malo,Gusto,2,DEF,7,1.7,5.0,50
229,B.Badiashile,Benoît,Badiashile Mukinayi,2,DEF,7,0.0,4.5,45
230,Fofana,Wesley,Fofana,2,DEF,7,0.4,4.5,45
231,M.Sarr,Mamadou,Sarr,2,DEF,7,0.0,4.5,45
232,Tosin,Tosin,Adarabioyo,2,DEF,7,0.3,4.5,45
233,Acheampong,Josh,Acheampong,2,DEF,7,1.8,4.0,40
234,Anselmino,Aarón,Anselmino,2,DEF,7,0.1,4.0,40
235,Palmer,Cole,Palmer,3,MID,7,12.6,10.5,105
236,Neto,Pedro,Lomba Neto,3,MID,7,3.9,7.0,70
237,Enzo,Enzo,Fernández,3,MID,7,12.3,6.5,65
238,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,3,MID,7,1.7,6.5,65
239,Gittens,Jamie,Bynoe-Gittens,3,MID,7,0.1,6.5,65
240,Nkunku,Christopher,Nkunku,3,MID,7,0.1,6.0,60
241,Caicedo,Moisés,Caicedo Corozo,3,MID,7,7.1,5.5,55
244,Lavia,Roméo,Lavia,3,MID,7,0.0,5.0,50
245,Mudryk,Mykhailo,Mudryk,3,MID,7,0.0,5.0,50
246,Andrey Santos,Andrey,Nascimento dos Santos,3,MID,7,0.3,4.5,45
247,D.Essugo,Dário,Luís Essugo,3,MID,7,0.1,4.5,45
248,Paez,Kendry,Páez Andrade,3,MID,7,0.0,4.5,45
249,João Pedro,João Pedro,Junqueira de Jesus,4,FWD,7,34.8,7.5,75
250,Delap,Liam,Delap,4,FWD,7,0.9,6.5,65
251,N.Jackson,Nicolas,Jackson,4,FWD,7,0.1,6.5,65
252,Marc Guiu,Marc,Guiu Paz,4,FWD,7,5.2,4.5,45
453,Garnacho,Alejandro,Garnacho Ferreyra,3,MID,7,0.4,6.5,65
672,Hato,Jorrel,Hato,2,DEF,7,0.2,5.0,50
743,Emenalo,Landon,Emenalo,3,MID,7,0.0,4.5,45
789,Merrick,Max,Merrick,1,GK,7,0.0,4.0,40
803,Sharman-Lowe,Teddy,Sharman-Lowe,1,GK,7,0.0,4.0,40
829,Derry,Jesse,Derry,3,MID,7,0.0,4.5,45
833,Eboué,Mathis,Eboué,3,MID,7,0.0,4.5,45
834,Kavuma-McQueen,Ryan,Kavuma-McQueen,3,MID,7,0.0,4.5,45
840,Mheuka,Shumaira,Mheuka,4,FWD,7,0.0,4.5,45
253,Henderson,Dean,Henderson,1,GK,8,9.0,5.0,50
254,Benitez,Walter,Benítez,1,GK,8,0.3,4.0,40
255,Matthews,Remi,Matthews,1,GK,8,0.1,4.0,40
256,Muñoz,Daniel,Muñoz Mejía,2,DEF,8,9.2,5.5,55
257,Lacroix,Maxence,Lacroix,2,DEF,8,7.1,5.0,50
258,Mitchell,Tyrick,Mitchell,2,DEF,8,2.3,5.0,50
259,Sosa,Borna,Sosa,2,DEF,8,0.1,5.0,50
261,Richards,Chris,Richards,2,DEF,8,2.2,4.5,45
262,Chadi Riad,Chadi,Riad Dnanou,2,DEF,8,0.1,4.0,40
263,Clyne,Nathaniel,Clyne,2,DEF,8,0.5,4.0,40
264,Holding,Rob,Holding,2,DEF,8,0.0,4.0,40
265,Kporha,Caleb,Kporha,2,DEF,8,0.0,4.0,40
267,Sarr,Ismaïla,Sarr,3,MID,8,5.6,6.5,65
268,Doucouré,Cheick,Doucouré,3,MID,8,0.0,5.0,50
269,Esse,Romain,Esse,3,MID,8,0.1,5.0,50
270,Hughes,Will,Hughes,3,MID,8,0.1,5.0,50
271,Kamada,Daichi,Kamada,3,MID,8,0.1,5.0,50
272,Lerma,Jefferson,Lerma Solís,3,MID,8,0.1,5.0,50
273,Wharton,Adam,Wharton,3,MID,8,0.7,5.0,50
274,Agbinone,Asher,Agbinone,3,MID,8,0.1,4.5,45
275,Ahamada,Naouirou,Ahamada,3,MID,8,0.0,4.5,45
276,Devenny,Justin,Devenny,3,MID,8,1.1,4.5,45
277,Ebiowei,Malcolm,Ebiowei,3,MID,8,0.0,4.5,45
278,J.Rak-Sakyi,Jesurun,Rak-Sakyi,3,MID,8,0.0,4.5,45
279,M.França,Matheus,França de Oliveira,3,MID,8,0.0,4.5,45
280,Ozoh,David,Ozoh,3,MID,8,0.0,4.5,45
281,Rodney,Kaden,Rodney,3,MID,8,0.1,4.5,45
282,Umeh,Franco,Umeh-Chibueze,3,MID,8,0.0,4.5,45
283,Mateta,Jean-Philippe,Mateta,4,FWD,8,8.1,7.5,75
284,Nketiah,Eddie,Nketiah,4,FWD,8,0.3,5.5,55
285,Édouard,Odsonne,Édouard,4,FWD,8,0.2,5.0,50
286,Marsh,Zach,Marsh,4,FWD,8,0.3,4.5,45
580,Johnson,Brennan,Johnson,3,MID,8,2.4,7.0,70
654,Strand Larsen,Jørgen,Strand Larsen,4,FWD,8,1.4,6.5,65
677,Guessand,Evann,Guessand,3,MID,8,0.0,6.5,65
690,Cardines,Rio,Cardines,3,MID,8,0.3,4.5,45
712,Yeremy,Yéremy,Pino Santos,3,MID,8,0.2,6.0,60
723,Canvot,Jaydee,Canvot,2,DEF,8,0.5,4.5,45
732,Uche,Christantus,Uche,4,FWD,8,0.1,5.5,55
762,Drakes-Thomas,Joél,Drakes-Thomas,3,MID,8,0.0,4.5,45
773,Benamar,Dean,Benamar,2,DEF,8,0.0,4.0,40
780,Casey,Ben,Casey,4,FWD,8,0.0,4.5,45
793,King,George,King,2,DEF,8,0.0,4.0,40
798,Imray,Danny,Imray,2,DEF,8,0.0,4.0,40
242,Dewsbury-Hall,Kiernan,Dewsbury-Hall,3,MID,9,7.9,5.0,50
243,George,Tyrique,George,3,MID,9,0.1,5.0,50
287,Pickford,Jordan,Pickford,1,GK,9,13.0,5.5,55
288,Travers,Mark,Travers,1,GK,9,0.1,4.5,45
289,Tyrer,Harry,Tyrer,1,GK,9,0.1,4.0,40
290,Branthwaite,Jarrad,Branthwaite,2,DEF,9,0.3,5.5,55
291,Tarkowski,James,Tarkowski,2,DEF,9,12.6,5.5,55
292,Mykolenko,Vitalii,Mykolenko,2,DEF,9,0.7,5.0,50
293,O'Brien,Jake,O'Brien,2,DEF,9,0.7,5.0,50
294,Coleman,Séamus,Coleman,2,DEF,9,0.1,4.5,45
295,Keane,Michael,Keane,2,DEF,9,3.1,4.5,45
296,Patterson,Nathan,Patterson,2,DEF,9,0.0,4.5,45
297,Dixon,Roman,Dixon,2,DEF,9,0.2,4.0,40
298,Welch,Reece,Welch,2,DEF,9,0.1,4.0,40
299,Ndiaye,Iliman,Ndiaye,3,MID,9,4.7,6.5,65
300,McNeil,Dwight,McNeil,3,MID,9,0.1,6.0,60
301,Alcaraz,Carlos,Alcaraz Durán,3,MID,9,0.1,5.5,55
302,Gana,Idrissa Gana,Gueye,3,MID,9,0.1,5.5,55
303,Garner,James,Garner,3,MID,9,3.6,5.0,50
304,Iroegbunam,Tim,Iroegbunam,3,MID,9,0.0,5.0,50
305,Armstrong,Harrison,Armstrong,3,MID,9,0.1,4.5,45
306,Bates,Callum,Bates,3,MID,9,0.1,4.5,45
307,Ebere,Coby,Ebere,3,MID,9,0.0,4.5,45
308,Heath,Isaac,Heath,3,MID,9,0.0,4.5,45
309,Metcalfe,Jenson,Metcalfe,3,MID,9,0.0,4.5,45
310,Barry,Thierno,Barry,4,FWD,9,0.8,6.0,60
311,Beto,Norberto Bercique,Gomes Betuncal,4,FWD,9,3.3,5.5,55
312,Y.Chermiti,Youssef,Ramalho Chermiti,4,FWD,9,0.1,5.0,50
313,Sherif,Martin,Sherif,4,FWD,9,0.1,4.5,45
419,Grealish,Jack,Grealish,3,MID,9,5.6,6.5,65
630,King,Tom,King,1,GK,9,1.2,4.0,40
667,Aznou,Adam,Aznou,2,DEF,9,0.1,4.5,45
704,Onyango,Tyler,Onyango,3,MID,9,0.0,4.5,45
705,Campbell,Elijah,Campbell,2,DEF,9,0.1,4.0,40
707,Dibling,Tyler,Dibling,3,MID,9,0.0,5.5,55
728,Röhl,Merlin,Röhl,3,MID,9,0.0,5.0,50
779,Graham,Braiden,Graham,4,FWD,9,0.0,4.5,45
314,Leno,Bernd,Leno,1,GK,10,2.3,5.0,50
